121 111 | First point = 121 224 | Total Steps until valid point = 16536
113 117 | First point = 74 37 | Total Steps until valid point = 1966
107 125 | First point = 105 49 | Total Steps until valid point = 251135
132 129 | First point = 210 220 | Total Steps until valid point = 128418
103 134 | First point = 30 121 | Total Steps until valid point = 4401
131 129 | First point = 3 112 | Total Steps until valid point = 269986
102 140 | First point = 145 46 | Total Steps until valid point = 56332
114 135 | First point = 90 218 | Total Steps until valid point = 16420
144 127 | First point = 153 129 | Total Steps until valid point = 38
103 142 | First point = 90 158 | Total Steps until valid point = 436
105 129 | First point = 194 242 | Total Steps until valid point = 182485
131 130 | First point = 67 199 | Total Steps until valid point = 23672
142 128 | First point = 73 57 | Total Steps until valid point = 78053
104 129 | First point = 39 169 | Total Steps until valid point = 17778
114 108 | First point = 196 132 | Total Steps until valid point = 65161
104 130 | First point = 23 226 | Total Steps until valid point = 9614
113 116 | First point = 51 180 | Total Steps until valid point = 14389
145 127 | First point = 8 58 | Total Steps until valid point = 25749
133 112 | First point = 42 194 | Total Steps until valid point = 45284
145 128 | First point = 113 245 | Total Steps until valid point = 114418
132 112 | First point = 242 56 | Total Steps until valid point = 234819
134 114 | First point = 128 238 | Total Steps until valid point = 38283
104 125 | First point = 97 187 | Total Steps until valid point = 20666
105 141 | First point = 29 88 | Total Steps until valid point = 42616
103 143 | First point = 89 126 | Total Steps until valid point = 13630
146 127 | First point = 173 33 | Total Steps until valid point = 11298
116 107 | First point = 179 203 | Total Steps until valid point = 48322
125 138 | First point = 19 15 | Total Steps until valid point = 140390
141 125 | First point = 183 47 | Total Steps until valid point = 44103
116 109 | First point = 225 163 | Total Steps until valid point = 24528
126 138 | First point = 230 211 | Total Steps until valid point = 29908
147 127 | First point = 214 150 | Total Steps until valid point = 30369
101 131 | First point = 78 183 | Total Steps until valid point = 13396
148 127 | First point = 32 108 | Total Steps until valid point = 27014
135 116 | First point = 100 214 | Total Steps until valid point = 73962
103 144 | First point = 188 120 | Total Steps until valid point = 32646
111 118 | First point = 121 68 | Total Steps until valid point = 4159
122 112 | First point = 76 190 | Total Steps until valid point = 30701
103 145 | First point = 44 198 | Total Steps until valid point = 6845
135 117 | First point = 63 105 | Total Steps until valid point = 36273
106 139 | First point = 26 237 | Total Steps until valid point = 11097
126 139 | First point = 156 160 | Total Steps until valid point = 1480
148 128 | First point = 196 122 | Total Steps until valid point = 5157
120 137 | First point = 62 249 | Total Steps until valid point = 73943
134 130 | First point = 95 242 | Total Steps until valid point = 54016
113 136 | First point = 153 181 | Total Steps until valid point = 10300
102 138 | First point = 219 16 | Total Steps until valid point = 75228
103 125 | First point = 243 122 | Total Steps until valid point = 74930
145 129 | First point = 156 129 | Total Steps until valid point = 17856
145 130 | First point = 75 183 | Total Steps until valid point = 36670
149 127 | First point = 137 175 | Total Steps until valid point = 8235
114 107 | First point = 38 173 | Total Steps until valid point = 43829
147 126 | First point = 13 232 | Total Steps until valid point = 58391
132 111 | First point = 128 98 | Total Steps until valid point = 298
148 126 | First point = 244 55 | Total Steps until valid point = 111580
104 143 | First point = 206 148 | Total Steps until valid point = 34628
135 115 | First point = 136 108 | Total Steps until valid point = 17
147 125 | First point = 244 87 | Total Steps until valid point = 26506
102 145 | First point = 95 150 | Total Steps until valid point = 753
101 141 | First point = 92 150 | Total Steps until valid point = 343
115 109 | First point = 91 118 | Total Steps until valid point = 1906
101 132 | First point = 214 182 | Total Steps until valid point = 16698
104 124 | First point = 34 201 | Total Steps until valid point = 81910
132 110 | First point = 207 25 | Total Steps until valid point = 20665
134 112 | First point = 125 146 | Total Steps until valid point = 27656
128 112 | First point = 127 112 | Total Steps until valid point = 4
119 137 | First point = 248 133 | Total Steps until valid point = 71634
129 113 | First point = 130 113 | Total Steps until valid point = 4
115 107 | First point = 113 244 | Total Steps until valid point = 34366
104 123 | First point = 59 139 | Total Steps until valid point = 844
111 137 | First point = 12 204 | Total Steps until valid point = 129551
125 133 | First point = 111 165 | Total Steps until valid point = 631
126 140 | First point = 118 166 | Total Steps until valid point = 175801
115 106 | First point = 169 88 | Total Steps until valid point = 10347
103 146 | First point = 208 122 | Total Steps until valid point = 51912
123 111 | First point = 89 112 | Total Steps until valid point = 59490
150 127 | First point = 108 174 | Total Steps until valid point = 8950
144 130 | First point = 116 155 | Total Steps until valid point = 1050
151 127 | First point = 85 69 | Total Steps until valid point = 24133
127 140 | First point = 134 137 | Total Steps until valid point = 81
